Gene_ID	Total.leaf_rpkm	Mesophyll.cells_rpkm	Bundle.sheath.cells_rpkm
Sobic.001G012500	480.7530331319	26.576833813	6.7358695902
Sobic.001G012600	0.684261102	0	0
Sobic.001G012700	0.3280862584	0.3114139345	0.6015284807
Sobic.001G012800	0.6985388506	3.4547940243	0
Sobic.001G012900	4.8922676616	0.7216633794	1.8150625701
Sobic.001G013000	21.43490315	54.0044265239	6.395700477
Sobic.001G013100	1.2103376693	0.4860443376	1.2517937472
Sobic.001G013200	10.9727618638	2.2032069676	3.6252463293
Sobic.001G013300	4.7313846756	0	3.569144507
Sobic.001G013400	7.7398380018	4.2454103491	5.9944829618
Sobic.001G013500	73.3590406001	50.7680320918	36.8261069952
Sobic.001G013600	0.6470519884	0.3118097997	0.2230715317
Sobic.001G013701	0	0	0
Sobic.001G013800	0	0.0705871585	0.0757480309
Sobic.001G013900	2.7285473747	0.2687622817	2.191934437
Sobic.001G014000	0.1678068893	0	0
Sobic.001G014100	7.5026594934	3.894887322	11.364907509
Sobic.001G014200	60.7621342941	119.4437877396	96.0236831732
Sobic.001G014300	7.909369305	1.1606096031	5.5087910554
Sobic.001G014400	0	0	0
Sobic.001G014500	2.9270550236	0.1198487178	3.7297269451
Sobic.001G014600	0	0	0
Sobic.001G014700	0.5499003395	0.4306137935	0.1540324881
Sobic.001G014800	23.9873737707	5.7673499083	21.6615731479
Sobic.001G014900	19.7629994884	10.3042774528	25.2985834258
Sobic.001G015000	0	0.1296689211	0
Sobic.001G015100	0.7694202348	27.0997664014	0.6896709364
Sobic.001G015200	28.8894815116	29.3273314486	71.9166684472
Sobic.001G015300	0	0	0
Sobic.001G015400	10.9164103751	0.6651259161	4.6718547244
Sobic.001G015500	3.2689653761	3.1400808767	1.9778457327
Sobic.001G015600	0	0.7976922788	0
Sobic.001G015700	0	0	0
Sobic.001G015800	21.7453171438	21.4778646064	21.3789579659
Sobic.001G016000	5.7879511946	11.7916254732	3.2425239969
Sobic.001G016050	0.791089621	1.3516000295	2.0950514057
Sobic.001G016100	0.8930074226	0	1.1544930149
Sobic.001G016200	48.3450261264	37.0976353374	46.7091244752
Sobic.001G016201	53.0593942615	47.4553255315	62.7027459077
Sobic.001G016300	0.9888961167	1.283658394	2.3357797243
Sobic.001G016350	0	0	0
Sobic.001G016400	76.5442027617	7.4727016358	16.7176947205
Sobic.001G016500	68.4235353733	3.3228423429	24.2176359761
Sobic.001G016600	1.5805664192	0.2625432156	1.8514254954
Sobic.001G016700	12.8390164421	8.3700981291	12.7245922055
Sobic.001G016800	0.2610329389	0	0.0974905213
Sobic.001G016900	25.7764651715	19.6393941687	18.4734098101
Sobic.001G017000	0.5735820428	0.8983167372	1.124661761
Sobic.001G017100	8.2991450691	9.1539524275	1.4305674315
Sobic.001G017200	47.4644893944	8.6305872941	16.6708791346
Sobic.001G017300	12.9722021387	10.3093056465	23.1179696924
Sobic.001G017400	0.2111727146	0	0.1183031044
Sobic.001G017500	0	0	0
Sobic.001G017600	1.6827276074	0.6537444772	0.3507710037
Sobic.001G017700	12.0307532136	0.6360165317	2.1158055218
Sobic.001G017800	6.0306054083	7.82300334	3.4125895513
Sobic.001G017900	3.4326957998	1.3610440084	2.2395171529
Sobic.001G018000	13.6773511338	34.2405340812	17.991070813
Sobic.001G018100	31.4611196611	12.3426367405	18.2748155448
Sobic.001G018200	14.8249539619	6.655360657	8.8733407629
Sobic.001G018300	0	0	0
Sobic.001G018350	0	0	0
Sobic.001G018400	0	0	0
Sobic.001G018500	4.977071925	0.742366837	4.1823802435
Sobic.001G018550	0.0903575558	1.3207943308	0.4049606268
Sobic.001G018600	0	0	0
Sobic.001G018700	0	0	0
Sobic.001G018800	87.1012740543	13.8843608903	30.7922891662
Sobic.001G018900	158.8812987306	17.2549091891	29.5446705534
Sobic.001G019000	0	0	0
Sobic.001G019100	0	0	0
Sobic.001G019200	0.7110630206	0	0.9372975931
Sobic.001G019300	0.8695447901	0.0477838394	1.3332145309
Sobic.001G019400	1.2811153452	6.193337674	2.5955394752
Sobic.001G019500	0	0	0
Sobic.001G019601	0.0777912732	0	0
Sobic.001G019700	0	0.0695530366	0.0746383008
Sobic.001G019800	8.7112963741	3.6068270485	4.6278132359
Sobic.001G019900	69.4299053271	142.5194127253	17.9237456938
Sobic.001G020000	27.9478144544	8.7131282351	16.7562547728
Sobic.001G020100	65.2362530099	15.8018642048	280.7357574378
Sobic.001G020200	0	0	0
Sobic.001G020350	0.0337058314	0	0
Sobic.001G020500	0.0275415762	0	0
Sobic.001G020600	25.3291208356	3.1838108783	66.9541496811
Sobic.001G020700	0.2659580887	0	0
Sobic.001G020800	0	0	0
Sobic.001G020900	0	0	0
Sobic.001G021000	54.0393202226	18.0607246203	150.611211272
Sobic.001G021100	0.1239734275	0	0
Sobic.001G021200	0.0545502272	0	0.1222404369
Sobic.001G021300	80.0417097889	104.6419999946	34.8223043762
Sobic.001G021400	77.2725966872	109.8257498669	33.7617666132
Sobic.001G021500	20.8674587803	37.5858379345	36.3548955424
Sobic.001G021601	0	0	0
Sobic.001G021700	1.3198294665	0.2918193498	0.3131552765
Sobic.001G021800	0.8929452571	0.2663786886	0.0476424267
Sobic.001G021900	0	0	0
Sobic.001G022000	0	0	0
Sobic.001G022100	19.7554474231	7.9639732379	9.6572591022
Sobic.001G022200	0	0	0
Sobic.001G022300	3.0969420583	0.9798550295	1.0514956354
Sobic.001G022400	0.4181345034	0	0.1041098513
Sobic.001G022500	31.5860777979	13.8895247623	23.422199709
Sobic.001G022600	134.3667376014	106.8305733378	16.0200901083
Sobic.001G022700	0	0	0
Sobic.001G022800	110.7582839313	55.6830117892	57.9543652506
Sobic.001G022900	36.9546410659	6.3493305222	25.5071439018
Sobic.001G023000	14.7673167252	6.8073184753	6.3553719083
Sobic.001G023100	23.8134063417	9.8651468336	12.5559888793
Sobic.001G023200	4.9181533166	2.4758280915	3.4440576668
Sobic.001G023300	1.1722061291	0	1.39547243
Sobic.001G023400	3.7147867416	1.7901295883	4.2536698327
Sobic.001G023500	0.3379805895	0	1.2028872778
Sobic.001G023600	12.2143714817	3.5996491197	3.7524653464
Sobic.001G023700	0.2165915596	0	0
Sobic.001G023800	1.6780688931	0.264464017	1.7027994009
Sobic.001G023900	0	0	0.2782989329
Sobic.001G024000	10.2964634912	0.333350454	2.027096229
Sobic.001G024100	0	0	0
Sobic.001G024200	6.6013288687	3.5678600106	5.3950126473
Sobic.001G024250	0	0	0
Sobic.001G024300	0	0	0
Sobic.001G024400	0	0.5798826849	0.2489119692
Sobic.001G024500	3.8504481982	1.4367067734	0.3516270556
Sobic.001G024700	0	0	0
Sobic.001G024800	0	0	0
Sobic.001G024900	0	0	0
Sobic.001G025000	11.4491029541	2.872070855	9.2045243723
Sobic.001G025101	0	2.308615301	0
Sobic.001G025201	0	0	0
Sobic.001G025300	3.4466912509	1.7373011434	0.7324119261
Sobic.001G025400	93.7868740403	41.1392519922	10.4460709704
Sobic.001G025500	48.2991187494	12.25766327	11.653087236
Sobic.001G025600	28.1545119933	3.0943332549	15.5651752069
Sobic.001G025700	2.313153428	0.7547396176	2.9157165126
Sobic.001G025800	2.8366916524	0	4.0451610356
Sobic.001G025900	0.679188744	0.81824069	0.7609897619
Sobic.001G026000	27.0848640347	19.5286277095	15.5179127221
Sobic.001G026100	0	0	0
Sobic.001G026200	28.2949178343	6.9697540308	22.8240411906
Sobic.001G026300	0	0	0
Sobic.001G026400	0.429531093	0	0.4010529315
Sobic.001G026500	44.1177116534	22.7361520956	55.7739748346
Sobic.001G026600	0	0	0
Sobic.001G026700	0	0	0
Sobic.001G026800	1.0291312759	0.1386474097	0.8927064217
Sobic.001G026900	56.9704389202	69.1272877051	33.7405831289
Sobic.001G026950	0	0.9141256238	0
Sobic.001G027000	0	0	0
Sobic.001G027100	8.9262312681	1.3722538502	2.3315914874
Sobic.001G027200	0.6139276438	31.0245318429	0.2751474642
Sobic.001G027300	9.229378912	143.6700772121	6.204575317
Sobic.001G027400	0.7660749295	0	0.5722269726
Sobic.001G027500	2.4948280888	3.0389958055	0.4658839069
Sobic.001G027600	98.9465004351	37.6492204606	65.5322453645
Sobic.001G027700	0	0	0
Sobic.001G027800	0	0	0
Sobic.001G027900	0	0	0
Sobic.001G028000	0	0	0
Sobic.001G028100	12.8143442745	8.0586799467	7.4837406102
Sobic.001G028200	0.2257623263	0.1928608079	0.1379743545
Sobic.001G028301	0	0	0
Sobic.001G028400	8.0071176594	8.1480540034	10.5654087395
Sobic.001G028500	4.5742915011	2.4918387376	7.5764062232
Sobic.001G028600	0	0	0
Sobic.001G028700	19.7684701307	10.2702880894	3.6380609151
Sobic.001G028800	0.127103505	0	0
Sobic.001G028900	0.2298224788	0.4799159525	0.0686672367
Sobic.001G029000	0.4794482552	0	0.8057890022
Sobic.001G029100	0.1844997212	0.2311637049	0.0826882955
Sobic.001G029200	94.7060131535	12.4404442608	52.6718511916
Sobic.001G029300	0	0	0
Sobic.001G029400	9.5788993389	5.0413270592	4.1010653527
Sobic.001G029500	0.1694204171	2.7595167269	0.0759301175
Sobic.001G029600	0	0	0
Sobic.001G029700	0	0.3961621142	0
Sobic.001G029800	0.2627546933	0	0.1358772393
Sobic.001G029900	0	0	0
Sobic.001G030000	35.113140494	6.7137150737	24.2382592141
Sobic.001G030100	0	0	0
Sobic.001G030200	5.9768396803	1.8970897444	2.1429395445
Sobic.001G030300	45.9010628112	1.6404770351	11.3169729291
Sobic.001G030400	0.2397241276	5.5780318679	0.0767418097
Sobic.001G030500	0.0433983334	0	0
Sobic.001G030600	0.0431063569	0	0
Sobic.001G030800	0	0	0
Sobic.001G030900	0	0	0
Sobic.001G031000	0	0	0
Sobic.001G031100	141.4764379117	54.032074588	147.0871300157
Sobic.001G031200	20.0302826603	1.0011852071	7.7594496509
Sobic.001G031300	11.3278993651	1.0926074643	3.4588507875
Sobic.001G031400	0.1766388309	0	0.1979130883
Sobic.001G031500	0.8733444053	0.1823720266	0.1957058791
Sobic.001G031600	14.3412597242	27.5192868828	15.1999428648
Sobic.001G031700	0.0348215877	0.5817163061	0
Sobic.001G031800	0.0735687824	0	0
Sobic.001G031900	14.1788077563	5.1569884158	5.2716442259
Sobic.001G032000	0.0752979632	0	0.0843667972
Sobic.001G032100	0.1452175004	0	0.3254147894
Sobic.001G032200	11.2727020217	8.7335655336	15.5225519795
Sobic.001G032300	0.187943716	0.0490580751	0.105289763
Sobic.001G032400	0	0	0
Sobic.001G032550	0.6393333752	0	0.2046669258
Sobic.001G032700	2.2364109455	0.9340159366	4.5103728918
Sobic.001G032800	149.5019974938	2412.5704721136	102.1472684918
Sobic.001G032850	0.9843420881	6.5776190139	0
Sobic.001G032900	0	0	0
Sobic.001G033000	2.3247261737	0.236804868	0.2541184947
Sobic.001G033100	238.4624216489	136.4773519088	131.5462326648
Sobic.001G033200	27.1881415946	85.9703928749	13.7639980623
Sobic.001G033300	0.0850167594	0	0
Sobic.001G033400	2.3141111348	3.9845556426	2.2744044417
Sobic.001G033500	21.2687785147	19.1587749089	5.7109831978
Sobic.001G033600	0.1990929195	0	0
Sobic.001G033701	0	0	0
Sobic.001G033800	0	0	0
Sobic.001G033900	0.7830988168	0	0.0974905213
Sobic.001G034000	0.3125449823	0.1305314638	0.1400750727
Sobic.001G034050	0	0	0
Sobic.001G034100	2.7996234835	43.4384896324	2.4073179059
Sobic.001G034200	0	0	0.2240207722
Sobic.001G034300	0.1874438657	0	1.4001298265
Sobic.001G034400	0	0	0
Sobic.001G034500	21.5325825393	135.3553890289	13.5332064095
Sobic.001G034600	5.0013570435	0.8403096069	1.4170318832
Sobic.001G034700	790.8180564816	377.8710354518	488.0197849386
Sobic.001G034900	0	0	0
Sobic.001G035000	0	2.1150786889	0
Sobic.001G035100	0	0.5794260844	0
Sobic.001G035200	29.4354837026	3.1505185873	7.0377167899
Sobic.001G035300	0	0	0
Sobic.001G035400	41.6789783473	20.5422243034	11.0220688493
Sobic.001G035450	0	0	0.4595576463
Sobic.001G035500	14.4798315826	47.956255343	11.862543249
Sobic.001G035600	2.6705346799	0.606154141	0.3902833058
Sobic.001G035700	0	0	0
Sobic.001G035800	5.2173835848	0.6463109022	0
Sobic.001G035900	6.0051729559	1.4250021828	5.3827454338
Sobic.001G036050	7.8840149023	4.3450678691	6.9299600212
Sobic.001G036200	0	0	0
Sobic.001G036300	4.5970305968	0.6697348143	4.0127497827
Sobic.001G036400	0	0	0
Sobic.001G036600	0	0	0
Sobic.001G036700	14.8666415997	2.1079641664	12.6813842101
Sobic.001G036800	1.0295151821	0.0895765219	2.1147669979
Sobic.001G036900	40.9761008777	2.1187872986	7.8704972309
Sobic.001G037000	2.8857499705	3.7083269401	2.6115177426
Sobic.001G037033	0.3007634147	0	0.2246581002
Sobic.001G037066	0	0	0
Sobic.001G037100	12.7867741352	7.2018609265	20.0401410128
Sobic.001G037150	0	0	0
Sobic.001G037200	0	0	0
Sobic.001G037300	0.7830988168	0	0
Sobic.001G037400	0	0	0
Sobic.001G037500	8.5263034323	2.069042015	2.8046107779
Sobic.001G037550	0	0	0
Sobic.001G037600	0.1442761382	0.4519167618	0
Sobic.001G037700	0	0	0
Sobic.001G037800	0.0468609664	0	0.210019474
Sobic.001G037900	3.3380746119	1.0297443115	5.1001499817
Sobic.001G038000	28.2120752768	122.4666650287	32.8743146345
Sobic.001G038050	0	0	0
Sobic.001G038100	2.6033170873	1.8779786993	3.3941629428
Sobic.001G038200	0.3983733971	2.5649770802	1.1158830271
Sobic.001G038300	0	0	0.1674810651
Sobic.001G038400	0	0	0
Sobic.001G038450	0	0	0
Sobic.001G038500	0	0	0
Sobic.001G038601	0	0	0
Sobic.001G038700	2.3023957952	1.7806923828	2.1975177386
Sobic.001G038800	8.9322029927	9.2723419329	7.780145472
Sobic.001G038900	0.214547621	0.3360142133	0
Sobic.001G039000	0	0	0
Sobic.001G039100	0.1815296678	0.3790707674	0.2033929742
Sobic.001G039200	0	0	0
Sobic.001G039300	8.3247716135	1.0456428095	3.5065418391
Sobic.001G039400	47.8780668989	2.7944473184	14.3274044528
Sobic.001G039500	8.2955073164	8.8675736017	12.8354171562
Sobic.001G039600	7.0518961101	4.5181399509	3.3221045162
Sobic.001G039700	11.3457943471	21.7546580987	13.6101668452
Sobic.001G039750	0	0.2541869179	0
Sobic.001G039800	1.2278552876	0	0.6878686604
Sobic.001G039900	142.3673648893	50.7260497005	139.9300949677
Sobic.001G040000	11.9192246376	6.3383857594	19.9077282899
Sobic.001G040100	96.9005202543	13.3613456697	91.5935336278
Sobic.001G040200	0.1640952119	8.8236002445	1.2870110722
Sobic.001G040300	4.5673004712	0.524997237	0.1877938697
Sobic.001G040400	0	0	0
Sobic.001G040500	80.4957400903	7.1608457959	39.3656988258
Sobic.001G040600	2.0988354232	0	0.9406470782
Sobic.001G040701	0	0	0
Sobic.001G040800	428.8471713805	360.7532597821	235.5497864746
Sobic.001G040900	0	0	0
Sobic.001G041000	7.7748922639	0	0.9050695956
Sobic.001G041100	24.7861552098	14.2523459903	7.8886825456
Sobic.001G041200	4.2264490435	4.2935754584	1.0238874842
Sobic.001G041300	0	0	0
Sobic.001G041400	2.1056434254	1.5703609202	1.6851754634
Sobic.001G041450	0	0	0
Sobic.001G041500	0	0	0
Sobic.001G041600	0	0	0
Sobic.001G041700	5.1039616999	5.7715382524	8.0102800052
Sobic.001G041800	47.0799008644	80.4250536541	100.1062669329
Sobic.001G041900	2.9721208958	0.0827518839	2.1312518788
Sobic.001G042000	0.308037122	0.7718927908	0.1380547591
Sobic.001G042100	0	0.1777466491	0
Sobic.001G042200	39.2436367222	10.8081911994	13.964261583
Sobic.001G042301	0	0	0
Sobic.001G042400	0.7665134383	0.2527319269	0.1808066908
Sobic.001G042500	0	0	0
Sobic.001G042600	0	0	0
Sobic.001G042700	0.0257598295	0.2689587453	0.1731739522
Sobic.001G042800	8.1862961608	1.8697270019	5.1593894733
Sobic.001G042901	0.0727711859	0	0
Sobic.001G043000	2.048263748	0.6804620727	0.3129484368
Sobic.001G043100	9.367066616	5.8492320366	12.5537794293
Sobic.001G043200	2.0989743269	0.1461028049	0.5748779248
Sobic.001G043300	0.4282571654	0	0.6854802276
Sobic.001G043400	19.3239921275	1.51321557	10.5851094517
Sobic.001G043500	0.1486896488	0	0
Sobic.001G043601	6.247192808	2.9398097466	2.5632339296
Sobic.001G043700	0.4347194665	0.7943096207	0.6088459693
Sobic.001G043800	23.8113932389	10.4174527041	25.7674495184
Sobic.001G043900	19.2050455322	7.1884583118	7.8155318903
Sobic.001G044000	0	0.2199913684	0
Sobic.001G044100	0	0	0.091982903
Sobic.001G044200	0.2318384655	0	0
Sobic.001G044300	0	0	0
Sobic.001G044400	0	0	0
Sobic.001G044500	9.4502173239	23.6541870228	2.0677673538
Sobic.001G044600	0.5114969353	0.3372976901	0.1206528987
Sobic.001G044700	0	0	0
Sobic.001G044800	0.046109842	0	0.1033265583
Sobic.001G044900	13.6233887514	2.3780395492	1.5122407606
Sobic.001G045000	9.5020358521	99.4161550719	3.0103767651
Sobic.001G045100	0	0	0
Sobic.001G045300	0	0	0
Sobic.001G045400	0	0	0
Sobic.001G045500	0	0	0
Sobic.001G045600	2.4127073486	0.872000019	5.9264481453
Sobic.001G045700	13.6195455848	9.9447134669	10.5505354996
Sobic.001G045800	0	0	0
Sobic.001G045900	0	0	0.1204688363
Sobic.001G046000	32.7831430127	14.0165928987	114.5543901305
Sobic.001G046100	4.9548797861	0.7135720021	3.254410855
Sobic.001G046200	2.8135980159	3.1915554062	3.502739773
Sobic.001G046300	10.2023437396	0.1151598008	5.4374994953
Sobic.001G046400	0	0.0914693757	0
Sobic.001G046500	8.4974552458	1.7744410159	2.3522181086
Sobic.001G046600	48.793080122	7.5473961762	9.5009993199
Sobic.001G046700	4.4844120277	0	2.849722929
Sobic.001G046800	0	0	0.1466431239
Sobic.001G046900	27.5416212374	11.7431363658	79.4321396789
Sobic.001G047000	12.7942212464	88.5633844023	11.210185189
Sobic.001G047100	8.9279563494	3.3538362365	7.0922393948
Sobic.001G047200	3.3013319263	0.18973901	3.3256543091
Sobic.001G047400	50.0003679663	71.9107907643	33.2609920633
Sobic.001G047500	0.3670775704	0	0.8225762731
Sobic.001G047600	95.0645540362	249.853917602	63.5636347789
Sobic.001G047700	0.0603932249	0	0.1353338855
Sobic.001G047800	83.9268160873	20.7027810155	40.0335728229
Sobic.001G047900	0.87473804	0.347929611	0.2800259653
Sobic.001G048000	49.5944123352	10.4083610634	8.9354820047
Sobic.001G048100	21.5818304861	9.3443952658	20.1596470738
Sobic.001G048200	11.9119256636	2.5092714493	10.0684799268
Sobic.001G048300	0	0	0
Sobic.001G048400	15.8128282322	23.0142131561	31.6764102716
Sobic.001G048500	0	0	0
Sobic.001G048600	0.044494251	0	0
Sobic.001G048700	51.4783140681	93.9331420029	40.5976201991
Sobic.001G048766	27.987270756	0	25.6357683717
Sobic.001G048832	67.0790693969	22.2000937297	31.0790226794
Sobic.001G048900	1.664224228	3.5589784245	5.3019311645
Sobic.001G049000	4.475567965	29.17051678	1.2156611502
Sobic.001G049200	13.3045605195	15.4172499296	5.1948470818
Sobic.001G049300	6.0484241421	8.4715671366	2.2314156984
Sobic.001G049400	46.7219631131	15.1583940057	48.4056869018
Sobic.001G049500	8.5980262591	1.0408361063	4.8586683401
Sobic.001G049600	44.0300308468	49.1117491884	43.1987539478
Sobic.001G049700	0	0	0
Sobic.001G049800	1.386095777	0.0681046855	0.4019623065
Sobic.001G049900	0.0341467507	0	0
Sobic.001G050000	0	0	0
Sobic.001G050100	0.2769308193	1.3011473762	0
Sobic.001G050200	10.4140454589	2.3613774977	4.1251586233
Sobic.001G050300	0.1301950003	0	0
Sobic.001G050400	1.3018771261	0	0.5304270174
Sobic.001G050500	1.7162524966	0.9400349728	5.6112508401
Sobic.001G050600	6.2847928322	3.592860838	9.9958635717
Sobic.001G050650	0	0	0
Sobic.001G050700	4.5537023707	3.8900676327	5.9138523246
Sobic.001G050800	0.3355139233	9.6773293132	0.1409711197
Sobic.001G050900	0.1055073256	0.1101603484	0.2364291084
Sobic.001G051100	0	0	0
Sobic.001G051200	270.6528843011	64.3735697751	114.2229141781
Sobic.001G051300	0.109780208	0	0
Sobic.001G051400	6.4325974235	1.327328873	4.7858983162
Sobic.001G051500	14.9548185961	1.6367240373	2.6697137404
Sobic.001G051600	0.1584685633	5.1291748044	0.1775544063
Sobic.001G051700	5.7774296882	2.5209288207	6.3122329341
Sobic.001G051800	0.7030313567	12.2951036213	1.378481934
Sobic.001G052000	3.6829196232	1.7151883416	3.0280702504
Sobic.001G052100	0.2847189607	0.4116121905	0.3435495684
Sobic.001G052200	0.1485642781	0	0
Sobic.001G052300	0.1445720893	10.5663546467	0
Sobic.001G052350	0	0	0
Sobic.001G052400	8.8558795385	2.1354356564	3.39151587
Sobic.001G052500	0	0.256848561	0
Sobic.001G052600	2.3650635406	1.4816197192	1.5899460849
Sobic.001G052700	53.4954379208	12.2985868941	30.4170426316
Sobic.001G052800	6.2889789146	3.4094415159	6.0301086892
Sobic.001G052900	22.1877998086	4.4467845892	12.0067273546
Sobic.001G053000	1.1315418683	0.112518521	0.362235423
Sobic.001G053100	0	0	0
Sobic.001G053200	0	0	0
Sobic.001G053350	0	0	0
Sobic.001G053500	2.4535044344	15.5355162168	5.6753606085
Sobic.001G053601	0	0	0
