Gene_ID	PhyB-mutant_58M_6DAP_Means	PhyB-mutant_58M_7DAP_Means	PhyB-mutant_58M_8DAP_Means	Wildtype_100M_6DAP_Means	Wildtype_100M_7DAP_Means	Wildtype_100M_8DAP_Means
Sobic.001G000100	0.0524131332	0	0.0209341795	0.1027453265	0.1843113857	0.1395962119
Sobic.001G000200	9.4664407576	13.2422867182	15.4899851433	9.3934840323	13.1925739156	14.1648004745
Sobic.001G000300	0.3437880112	0.2157558881	0.7274666589	0.3067817631	0.4813122344	0.5679344051
Sobic.001G000400	8.792382076	8.9386216433	8.7425470277	9.2289082213	9.5036229973	9.0877280528
Sobic.001G000500	0	0	0	0	0.0718781248	0
Sobic.001G000600	1.1526033415	0.8144916042	0.9251761621	0.8237261749	1.9187338123	2.6836273964
Sobic.001G000700	2.8796056527	3.8100146098	3.5920975111	6.3937639737	7.174037483	9.4467745651
Sobic.001G000800	17.2689047689	20.1161451383	21.4420236389	18.5670733586	22.4424100065	22.9313749075
Sobic.001G000900	0.0340356284	0.0213055392	0.0609041636	0.0796339513	0.0972923841	0.1201541221
Sobic.001G001000	0	0	0	0.0893376646	0.0324577857	0.1115497458
Sobic.001G001100	0	0.0279189622	0	0.113132558	0.0326531513	0.0514205453
Sobic.001G001200	1.7298089805	1.4507836813	1.2388330695	1.5454225211	0.9847882382	1.1154195449
Sobic.001G001300	2.9467417056	3.4906413067	3.5002509802	3.5306600849	5.2359359994	5.8166600838
Sobic.001G001400	9.1998614287	11.0474999858	13.7979227341	9.25381255	12.1684622152	13.096313793
Sobic.001G001500	5.5324050489	6.7210358876	9.8035207732	5.5259386735	7.0580005469	8.230908178
Sobic.001G001600	0	0	0	0	0	0
Sobic.001G001700	0.6066067639	0.444779437	0.6697159457	0	0.0454403712	0
Sobic.001G001800	0.0548371778	0	0	0	0.0577556753	0
Sobic.001G001900	9.560038259	11.8945739956	15.2182689688	7.1346287334	8.3064411574	8.4620202852
Sobic.001G002000	20.9436019713	24.5090496694	27.4367670468	19.444806538	21.5263865806	22.6844601135
Sobic.001G002100	4.6061183226	6.6372276917	10.0197631491	4.896025877	6.2191201893	6.5285911218
Sobic.001G002200	0.0061965497	0.0049967715	0.009366771	0	0	0.0043950838
Sobic.001G002300	0	0.0433001514	0.0098094434	0.014499058	0.0125544744	0
Sobic.001G002400	0.018697262	0	0.0221886479	0	0.0085956021	0.0075467681
Sobic.001G002500	0.0348891836	0	0.029268254	0	0.0353269825	0.0689916168
Sobic.001G002600	13.0805569685	15.8733365832	16.2151639794	11.7044018001	13.4845121848	12.6496791228
Sobic.001G002700	0.1143035435	0.2531366227	0.2240456254	0.0526634178	0.0378889526	0.0220938495
Sobic.001G002800	0.3561742854	0.0843422512	0.1397001972	0.2078020741	0.1854908578	0.3159821251
Sobic.001G002900	0	0	0	0	0	0
Sobic.001G003000	3.8975734379	6.8795553158	7.0262804039	3.5389029358	4.7863864514	5.3078758078
Sobic.001G003100	142.8525470095	121.0642155414	112.8776020481	192.3710982891	189.8228461947	199.094661703
Sobic.001G003200	4.1410816436	8.5363384967	13.3310601756	3.9157404224	7.0973499771	8.2593758253
Sobic.001G003300	10.2557807817	11.3422960416	13.2547331629	9.9484304371	10.0735285439	11.3837370727
Sobic.001G003400	0.1413731986	0.2007833106	0.1627438442	0.1330424253	0.0362509996	0.0465439389
Sobic.001G003500	26.0514674911	18.7055855721	17.3628468148	26.1497302734	23.2539540549	22.975912862
Sobic.001G003600	0.1342257706	0.2103107231	0.0620673562	0.0652521642	0.0134524304	0.0115182295
Sobic.001G003700	0.0665481686	0.0204885089	0.0699876389	0.0966804737	0.0892413099	0.0863455678
Sobic.001G003800	0	0.0332775971	0	0	0	0.0284149021
Sobic.001G003900	2.2466625685	2.2466441203	2.1089108133	2.7110393131	2.7075356916	2.7423883734
Sobic.001G004000	0.0389434238	0.1157185491	0.1354190238	0.1126280298	0.1274127266	0.2046783432
Sobic.001G004100	24.743061243	21.476567799	21.2389732363	26.3457263784	23.1263530409	24.3104571305
Sobic.001G004200	15.9044784099	20.3543964635	21.1659955426	17.226936768	20.0688576487	18.5111089633
Sobic.001G004300	0.0448939347	0.0124976053	0	0	0.0263136106	0.0454382998
Sobic.001G004400	64.8023037065	50.5542291626	46.1911031452	62.7333825261	52.4838164314	50.5620112914
Sobic.001G004500	0.0365547936	0.2876899998	0.2527780452	0.0227718909	0	0.1264858375
Sobic.001G004600	1.9845677102	3.1248815364	4.2426700846	1.7231091921	1.6504064986	1.9370433369
Sobic.001G004700	1.6039541059	2.4536061385	3.7884648036	1.566122135	2.898208311	2.5704222522
Sobic.001G004800	16.1702142547	10.7341461183	9.4732336577	22.4141577168	19.6483926123	16.5145472265
Sobic.001G004900	0.0157955571	0.0786242777	0.117816086	0.1540299433	0.0898110141	0.0962162904
Sobic.001G005000	15.670391463	14.5292566417	9.6745285337	15.227645424	10.7000954197	10.4653414212
Sobic.001G005100	0.028264198	0.0214597663	0.0090918748	0.0227432366	0.0532425116	0.0276008966
Sobic.001G005200	3.3572011027	7.5109566954	10.164025363	3.7651319019	8.7661610016	11.4828646283
Sobic.001G005300	0.0129779712	0.0209303436	0.0260996467	0.0260769399	0.0402618065	0.0731402634
Sobic.001G005400	0	0	0	0	0	0
Sobic.001G005500	4.5073849235	10.1622844504	13.7145430383	5.7983853675	12.822326343	15.15195891
Sobic.001G005600	41.7547213328	42.7579725371	43.5431121229	37.1382962165	38.0967771849	37.7844003082
Sobic.001G005700	1.2585537894	1.729887563	2.0411443257	1.3175262919	1.7110705967	1.8608009845
Sobic.001G005800	26.4554732767	23.0771036245	24.4962370589	24.9695957039	22.6622426374	23.3131173446
Sobic.001G005900	47.0932685672	57.1102020779	46.9447355082	44.2305522611	44.9462644892	43.5082485406
Sobic.001G006000	2.9328134067	3.6301061758	4.6642250261	3.7128547588	5.2191785398	6.071679803
Sobic.001G006100	0.0348835208	0	0	0	0	0
Sobic.001G006200	0.0891356016	0	0	0.0432816015	0	0
Sobic.001G006300	0	0.0311578685	0	0.0363759552	0	0.0364010673
Sobic.001G006400	54.3225128363	49.6904802702	43.7809547063	52.0404590071	44.6740680038	45.9979942342
Sobic.001G006500	3.6590862087	5.1128545305	5.8469224173	3.3964173009	3.5688572804	3.6211152538
Sobic.001G006600	1.6712244806	2.9078466636	3.2298345307	2.2925873552	2.0159989684	2.3595731176
Sobic.001G006700	18.4459935395	23.0704955678	30.2973377163	20.6844100264	27.0457771243	26.5439362407
Sobic.001G006800	74.7350462305	76.2086818048	80.0961140975	72.7755268913	64.2202660584	63.1341086578
Sobic.001G006900	0.1623856523	0.3935104481	0.4627615833	0.2596487067	0.3233198841	0.4053033206
Sobic.001G007000	16.6194303838	21.1363795302	20.3433048497	17.2499645774	19.3206016986	17.9432126283
Sobic.001G007100	13.9188773185	15.0248925122	16.313993015	11.4424289958	11.4776013651	12.0826082137
Sobic.001G007200	27.7931129877	30.5676332959	32.4680935334	27.6400317156	30.849099812	28.9320737763
Sobic.001G007300	16.2301713245	23.2460054793	25.1315746519	13.9224659043	17.519544115	18.4987262152
Sobic.001G007400	37.7241410647	37.8864650394	33.5720883894	43.2349860996	39.6293230726	36.3754671334
Sobic.001G007500	43.643913004	31.4999998095	22.7404514509	44.6027355776	31.5048498394	31.1898700257
Sobic.001G007600	51.6202642521	43.5321222143	38.4531465164	52.7636546531	45.8643335507	46.7791825769
Sobic.001G007700	2.6668253976	3.1119426882	6.7391261197	2.4090644533	3.6514529655	4.4024978243
Sobic.001G007800	24.6660020588	13.0761222272	11.1810599424	28.453924632	20.8271312574	20.2704123753
Sobic.001G007900	23.5272375787	16.4733373253	12.6220494772	25.9957416367	20.6228492323	18.7467935317
Sobic.001G008000	4.5399079665	3.9238221939	5.1327317395	4.7771733527	4.5128575187	5.0723569537
Sobic.001G008100	38.614581488	31.2012416715	27.7440357324	37.6986054297	35.862375293	35.5939956283
Sobic.001G008200	11.4624401379	9.284443559	9.3429931657	10.3639995038	9.2024653101	8.8658269699
Sobic.001G008300	6.0039889042	5.7645114048	7.738086366	6.4048938992	7.9313823963	9.2151205877
Sobic.001G008400	12.0582941579	11.4784949342	14.4736982147	8.1104216062	6.7021245579	6.5821659337
Sobic.001G008500	51.1471070031	45.2532261299	40.8605949547	50.8139740606	42.4223508022	39.2375239038
Sobic.001G008600	0.104387541	0.1004823728	0.1166577874	0.0775082384	0.0660642684	0.1412539203
Sobic.001G008700	13.9702663263	14.1734481415	13.422049321	14.759041905	15.7729477421	15.4503428742
Sobic.001G008800	59.9830546192	51.8955596869	41.2487174667	64.7204010601	50.8025156473	47.7576482737
Sobic.001G008900	2.1094524789	1.6548027289	1.7291179477	2.4990720257	2.1421388971	2.256225491
Sobic.001G009000	0.8158526545	0.8712685747	0.6157156724	0.8319871161	1.0060781743	1.1799032143
Sobic.001G009100	0.0459125404	0.0489099336	0.0394691647	0.0443617003	0.0615404593	0.042720417
Sobic.001G009200	14.8019657598	14.1390706116	14.1412142103	13.9076103173	12.5909981502	13.9865328628
Sobic.001G009300	34.8381391858	38.8463873398	38.5958729283	32.3578725292	37.9330518611	38.2094316664
Sobic.001G009400	1.0636298636	0.8427781012	1.1509544204	1.1851785695	0.9180506361	1.0340597624
Sobic.001G009500	0.4515645344	0.5219243125	0.6728125329	0.5488202326	0.5493828652	0.6625187914
Sobic.001G009600	7.988949835	13.8801872913	18.6309353665	4.7607718492	8.4065031408	8.5294770402
Sobic.001G009700	293.4737909242	211.9437788562	165.2102820517	251.1949165371	196.9519363852	198.6634426862
Sobic.001G009800	64.9786554488	64.5269734923	59.3438483118	67.5932441549	63.4680129352	61.8479272826
Sobic.001G009900	3.5728999649	4.1761113192	3.2481908585	3.9324252472	4.1984980553	5.1970779172
Sobic.001G010000	2.2886641585	4.9075495487	8.2786903497	2.9831773523	9.2271821485	10.3513662341
Sobic.001G010100	0.550087929	1.1762018737	1.3758887999	0.9270138518	1.0978553473	1.3627603871
Sobic.001G010200	0.869369787	1.3007235885	1.8121530841	0.6142901582	1.1651112017	1.3612424345
Sobic.001G010300	7.3729352859	7.895715247	8.7743748577	7.3126103948	8.4694472556	9.2445207013
Sobic.001G010400	22.7224139149	27.1801020106	22.2227535694	23.4071523016	24.7007925244	22.5485462657
Sobic.001G010500	0.8629255961	1.6903209817	2.0115289281	0.7155955323	0.9490189056	1.3179482661
Sobic.001G010600	104.5109599681	89.7578509084	72.2718151209	105.0980290025	84.6385347823	82.238989991
Sobic.001G010700	121.2013092096	103.5848919775	89.9722485962	120.3349019177	106.245657098	99.2095665794
Sobic.001G010800	21.011319764	27.2492140559	27.2208705132	23.1228716294	27.2187008151	28.6583181225
Sobic.001G010900	13.2823213885	12.7665443017	11.818933434	12.3042573986	11.8755249926	14.1594432349
Sobic.001G011000	198.7479436776	126.9194604394	87.4686430812	212.9340735445	149.5299039208	132.6570702351
Sobic.001G011100	0.2796019328	0.1634895367	0.2331172492	0.1169772599	0.2072525169	0.2724433625
Sobic.001G011200	407.2777678414	250.5149228432	198.3420621706	393.8050006292	302.7780286587	284.632101822
Sobic.001G011300	15.5213979846	19.0294255249	20.076840471	13.3402938514	17.4198721784	18.3522789999
Sobic.001G011400	18.0259493388	21.2524893486	19.1029652182	9.2883927052	12.8084409163	12.8162082579
Sobic.001G011500	0	0.0521872134	0.1287992712	0.067218693	0.0831368849	0.03526963
Sobic.001G011600	1.5921505574	2.3261112836	3.4710975258	1.4957313588	2.0669451608	2.4073315486
Sobic.001G011700	29.2022503626	19.4773277241	14.7655236209	36.2899441409	31.5847935048	30.177502345
Sobic.001G011800	3.8608609619	3.9730916551	3.6550575146	3.6520858568	2.8814013619	3.6534102421
Sobic.001G011900	0.0427365988	0	0	0	0	0
Sobic.001G012000	0.0545236497	0.0108066716	0.0191050387	0	0	0
Sobic.001G012100	20.1631402814	22.454515006	21.814480276	20.1009862578	20.5096704771	21.7680556764
Sobic.001G012200	180.5873921461	197.2642234814	240.7189671307	134.0225433417	225.2556538718	236.4501313587
Sobic.001G012300	211.2910735335	353.957236624	552.8536687024	135.7956704691	298.4366995672	382.4145225619
Sobic.001G012400	64.8202472477	70.858961832	84.8511893009	50.1064472365	83.5269568595	92.4960192088
Sobic.001G012500	1030.5105228643	1541.899686539	1531.0879047611	1163.7379499411	1755.8599275221	1818.6049143036
Sobic.001G012600	87.1033099599	61.4281732326	62.5451718369	61.0402925105	56.632057759	57.6727020477
Sobic.001G012700	0.0148628671	0.0134127205	0.0828613039	0	0	0.0210838449
Sobic.001G012800	1.5347947066	0.6116996762	0.6894043752	0.5592944308	0.427097744	0.3766619822
Sobic.001G012900	19.3224646264	15.9639862433	15.5579168205	20.2823342854	19.3811766745	19.2482960288
Sobic.001G013000	31.3761192087	39.9732793922	40.5361510994	29.1588797929	32.4298064717	29.4320776073
Sobic.001G013100	21.5592452147	20.5189696992	19.1900742649	20.4630976274	19.0212527547	19.5470134079
Sobic.001G013200	15.3580691772	21.4685591483	21.9227113489	14.9887362672	17.8563081353	17.8975872847
Sobic.001G013300	10.6742456804	11.6036727741	13.5043057019	11.3284879871	11.9605663412	12.4313077707
Sobic.001G013400	33.1999965289	25.7798388279	24.7283469823	28.7346226121	28.9149031591	30.9093335075
Sobic.001G013500	41.682428985	42.9914129639	41.7772311007	40.1526027855	40.9205406089	39.1172896054
Sobic.001G013600	20.4555509079	23.7756605516	24.1694440433	18.4646909683	17.6351841742	18.0549322971
Sobic.001G013700	0.4974767324	1.6051139762	0.912593257	0	0.4656872896	0.5604703766
Sobic.001G013800	1.4876350943	1.7240732432	3.929925489	1.6597303523	2.6486678116	2.3557907474
Sobic.001G013900	2.6168894028	3.3428571182	3.7669065066	2.9626430612	3.0423303381	2.9107204626
Sobic.001G014000	0.6158385822	0.7229285829	1.1075889447	0.3106358665	0.4655562955	0.4837770168
Sobic.001G014100	11.9976862335	10.8973000393	13.3922723318	12.796821221	12.2022861474	12.4063448645
Sobic.001G014200	29.7612959374	38.8886467081	47.3104919199	27.2493293759	39.3166420847	37.7085419444
Sobic.001G014300	17.5866416633	29.0449194153	34.5255697902	17.2367521164	27.4192153106	29.0880733223
Sobic.001G014400	0	0	0	0	0	0
Sobic.001G014500	45.7965618251	49.3178991056	40.1737943003	49.4316317646	43.0479801895	37.9977066442
Sobic.001G014600	0	0	0	0	0	0
Sobic.001G014700	0.4777177767	0.0671212979	0.1117919687	0.1622328633	0.0120239396	0.0236615913
Sobic.001G014800	50.2625703516	47.5335432297	40.1921439867	50.9343344841	51.6598428587	47.7345588459
Sobic.001G014900	5.6628974768	8.5951293458	10.0498262288	7.5887658365	9.8626065067	9.9152057039
Sobic.001G015000	0.0600045144	0.0525678308	0.0537171447	0.099443989	0.0592941123	0.1049270316
Sobic.001G015100	5.7528984795	3.2039841641	3.9915661821	5.381995107	4.8005031229	4.7588336248
Sobic.001G015200	3.3718602644	3.8777917061	4.340718692	3.0047469578	3.3112630754	4.0374480004
Sobic.001G015300	0	0.0110340807	0.0165879187	0.0261528467	0	0
Sobic.001G015400	50.4687037407	36.8425594823	31.2012710114	51.1027353159	40.2659133771	38.5736121192
Sobic.001G015500	16.6643107789	13.4223809392	13.2393787794	16.6339155272	17.6539075139	17.2774767101
Sobic.001G015600	0.4358060631	0.49732868	0.5543068467	0.082179551	0.2052245398	0
Sobic.001G015700	46.4482473208	55.0384373343	55.1786968968	55.6524858512	73.231083483	69.4666059119
Sobic.001G015800	12.0861932125	14.5402730898	14.9437029244	11.6200750403	12.315340736	12.2999133564
Sobic.001G015900	0	0	0	0	0	0
Sobic.001G016000	11.1008440476	12.1773483613	12.5702149711	11.4618762772	10.6730200109	11.2788863822
Sobic.001G016100	0.2258475406	0.4466834123	0.6458646783	0.3383222507	0.4032341881	0.3584402031
Sobic.001G016200	46.1626485545	48.3964984409	51.4219436827	44.1719463354	49.6526605654	49.6868766782
Sobic.001G016300	0	0.0139301252	0	0	0	0
Sobic.001G016400	528.47360023	484.0308885737	400.6654365364	565.8996167865	525.4744562305	474.0586684513
Sobic.001G016500	452.9238208516	427.1165549061	376.9852286222	463.2248539286	435.5294296496	412.718726569
Sobic.001G016600	8.5504174748	9.2593450624	10.3398264502	8.4545298821	8.5554723854	9.5782137204
Sobic.001G016700	4.9212555831	5.0870256388	6.2878510617	5.2824501018	5.9877711373	5.7034400399
Sobic.001G016800	12.907775971	9.8865274558	8.8721969786	11.9617694653	10.3360880338	13.6305195778
Sobic.001G016900	74.5862203153	76.0076899849	84.3207916718	79.1728435877	77.9475110663	80.5412790285
Sobic.001G017000	14.1271899572	19.4499104423	21.7813242264	16.8985705351	25.4369585625	27.0471840014
Sobic.001G017100	70.9496945315	87.2579496728	96.5355534414	74.2254955766	90.5545125631	89.8532468854
Sobic.001G017200	38.5589355664	41.440722427	40.9242129729	38.2678427814	39.7347198265	38.4790830279
Sobic.001G017300	3.3599226311	5.1277070873	6.3310527706	3.5116929156	4.2223304851	4.070571571
Sobic.001G017400	0.0611273574	0.0600315196	0	0.0254125684	0.1520320671	0.2139960846
Sobic.001G017500	0	0.0285081695	0.0376917714	0.0842853134	0.0884839073	0.0720900555
Sobic.001G017600	11.4346109672	16.4884086425	16.3408968455	11.6103225701	12.1196937255	13.7004650129
Sobic.001G017700	17.2589545446	12.864967172	12.6151740196	18.8880618706	17.3527057561	15.7426780141
Sobic.001G017800	4.6777262459	5.7331289393	6.6037884619	3.4143519852	4.3222430472	5.3078721435
Sobic.001G017900	8.3409072901	11.6129719021	12.9013410505	8.1990024111	8.8075225604	8.1441913838
Sobic.001G018000	0.7093636876	1.4143935582	1.8962536335	0.5119792822	1.0501110248	1.0938184974
Sobic.001G018100	19.5083828551	24.2992420215	28.1217684009	20.4994400572	23.7278715885	25.2073478935
Sobic.001G018200	51.1209564692	39.6891563648	28.5935667116	50.0091866203	36.1457498202	33.3769174496
Sobic.001G018300	0.0157556895	0	0.0364023388	0	0	0
Sobic.001G018400	0	0	0	0	0	0
Sobic.001G018500	67.3136495006	56.6255556961	42.2704542151	67.4097761433	58.8490585643	55.2028379962
Sobic.001G018600	0	0	0	0	0	0
Sobic.001G018700	0	0.0245782837	0	0	0.0424440984	0
Sobic.001G018800	250.7315870931	182.8023536807	129.1634864458	275.5355869019	214.6847585499	191.3663820804
Sobic.001G018900	1207.1185730154	886.6133392561	665.3774426787	1197.9900770449	973.1030997825	919.2281172205
Sobic.001G019000	0	0	0	0	0	0
Sobic.001G019100	0.0454253052	0.0906093916	0.2399235811	0.0895204996	0.2611962985	0.436165515
Sobic.001G019200	6.6091087277	10.2621585073	11.6204313593	6.2041656459	10.373168789	12.9151069555
Sobic.001G019300	0.4245765418	1.1557831881	1.8054886879	0.4960894951	0.5601771318	0.7212278656
Sobic.001G019400	10.329483373	11.671844341	12.4138847108	8.9315754797	9.0284340586	10.8439621302
Sobic.001G019500	0	0.0642205878	0.0779310766	0	0	0.1001071844
Sobic.001G019600	0.1335753965	0.0702056852	0.1005760574	0.2122638076	0.1191361837	0.0633212786
Sobic.001G019700	0.8596794071	0.7939038702	1.0087557618	1.147688611	0.5330121877	0.5852227011
Sobic.001G019800	10.6468704491	11.8252826238	10.5659615728	11.5961028334	11.808313627	11.4962870869
Sobic.001G019900	12.4517991124	20.4047031446	22.8446161768	10.8118503306	16.1678154453	15.7439805065
Sobic.001G020000	37.3695416369	36.7712335772	33.5120688001	35.3871668206	34.5229822255	31.3693686533
Sobic.001G020100	9.9355598257	13.3227489305	14.9852196673	11.6862341133	13.2987651648	15.2913315102
Sobic.001G020200	0.0193143693	0.0626254445	0.0663770331	0	0.0176197697	0
Sobic.001G020300	0	0	0	0	0	0
Sobic.001G020400	0.2862787538	0.0386198078	0.0532946382	0	0	0.0357897265
Sobic.001G020500	1.9373038873	3.0507146482	5.5762574528	1.6594423117	2.7229108546	2.9850698908
Sobic.001G020600	4.4589481761	7.6203990322	10.4673630938	3.0825997609	5.4689244022	6.487581668
Sobic.001G020700	0.8285096135	0.502558211	0.1996723773	0.7948821344	0.4621587266	0.4474670945
Sobic.001G020800	0	0	0	0	0	0
Sobic.001G020900	0	0	0	0	0	0
Sobic.001G021000	9.780575529	15.5496456616	17.4624303231	9.6784868822	14.0367651252	12.7471072749
Sobic.001G021100	0	0	0	0	0	0
Sobic.001G021200	0	0	0.0352155477	0	0.0340204884	0
Sobic.001G021300	209.1552244555	140.4191146298	96.9345595429	242.6761360687	169.7717407778	160.1127638922
Sobic.001G021400	305.916458286	177.4479374604	136.608055543	316.5972857525	229.9296254693	227.2348642702
Sobic.001G021500	34.2991188743	33.803284257	37.7223554765	38.7096699132	43.2285281536	51.040542129
Sobic.001G021600	0	0	0	0	0	0.0274826615
Sobic.001G021700	3.8149069044	4.5263938031	5.4879655436	3.9691216184	4.3192521327	4.4547026003
Sobic.001G021800	7.2576711329	8.1047426444	7.9986509637	5.6963858532	6.3409596232	5.6534481356
Sobic.001G021900	1.5630440665	1.397520711	1.08918269	1.661235431	1.2064453635	1.2527063997
Sobic.001G022000	7.5975740991	11.7993913465	13.226021197	9.3390906071	11.8871730602	11.1782691491
Sobic.001G022100	3.0281030932	5.3103883032	5.3776911989	3.2278511735	3.630676429	4.5736752216
Sobic.001G022200	0.0244188714	0.0274797201	0.0243244954	0.0291035873	0.2115748756	0.3139020966
Sobic.001G022300	14.4110550624	10.8918205415	8.254326285	13.5703441034	12.8687761908	11.2678236691
Sobic.001G022400	8.7734684383	9.7215120952	7.5148740012	6.4134665321	5.8752259712	5.2292956499
Sobic.001G022500	25.7666521722	29.2288395917	33.5004556324	29.0188987863	35.0507865171	35.1811468298
Sobic.001G022600	65.7447334104	48.8888715745	35.3798962453	59.9284757868	46.0694854976	43.0264252602
Sobic.001G022700	0.0300472307	0	0	0	0	0
Sobic.001G022800	28.9532577603	32.0106525114	31.3210495049	24.4309996514	26.7762106901	29.8166721439
Sobic.001G022900	205.9846149319	206.6066622058	172.0845323698	272.8291745193	284.3601066175	258.6589334461
Sobic.001G023000	16.8329151431	22.5797346167	21.6643008463	16.4772976486	19.5383071161	20.4954171183
Sobic.001G023100	43.1167201514	40.910233671	36.2744169826	43.6444657613	42.98202455	42.5967904836
Sobic.001G023200	11.5053250182	16.6953925843	15.1690408921	11.3699048209	16.7426574001	14.2849754706
Sobic.001G023300	20.0454746195	39.7180332199	30.2933460772	25.5450355794	41.1657443958	39.6975754349
Sobic.001G023400	4.3956811359	5.3431846303	5.8877646477	4.469735198	4.7985421914	5.3894002995
Sobic.001G023500	13.9856927818	15.898755212	17.6505091626	13.7053862129	15.0174102955	15.6623784207
Sobic.001G023600	4.2139368736	4.6189375145	5.0713338345	3.3169354287	4.3013566618	4.3006111018
Sobic.001G023700	0.3212200589	0.0922010017	0.101645281	0.2284996597	0	0
Sobic.001G023800	17.3782891417	15.4854226652	13.971417304	18.5218919884	16.0666447245	15.027279895
Sobic.001G023900	126.9422474876	120.2433866134	126.7253510677	116.5658962583	115.4240596639	125.1656251613
Sobic.001G024000	72.5523995057	45.5718861823	40.1370769412	78.1555998147	59.3746585779	55.6868621937
Sobic.001G024100	0.1363619425	0.3233731536	0.0567413414	0.1526789765	0.0993299707	0.1876767311
Sobic.001G024200	11.0519785342	19.8521910967	24.3024517648	10.5584097886	14.6455951905	15.3708332085
Sobic.001G024300	0	0	0	0	0	0
Sobic.001G024400	0.054901769	0.182205104	0.0784002422	0.0238840489	0.0182428868	0.0704172672
Sobic.001G024500	1.6316916296	2.8177780534	2.5076495685	0.3812640553	1.0755814892	1.0189787286
Sobic.001G024600	0.7967358364	0.109223385	0.1516028661	0.180475824	0.195034807	0.0863295743
Sobic.001G024700	0.0489055339	0	0	0	0	0
Sobic.001G024800	0	0	0	0	0	0
Sobic.001G024900	0	0	0	0	0	0
Sobic.001G025000	58.575807971	47.4445510829	47.8712763699	58.7741886908	47.7952687768	50.0236120573
Sobic.001G025100	1.268837324	0.0242473393	0	0.0891507773	0.3490701627	0.5450793433
Sobic.001G025200	0	0	0	0	0	0
Sobic.001G025300	6.1613810434	11.0882402201	13.4252762259	5.8528853007	8.0003135507	9.4912366064
Sobic.001G025400	24.7449703478	29.9755571325	27.2787055647	27.9761232792	33.3630546629	31.6127823078
Sobic.001G025500	13.8018516598	15.5096920694	15.2824693105	25.9878998642	35.9732192972	46.215059407
Sobic.001G025600	85.323222277	71.7765245347	57.6860000335	97.5121943947	72.1548250459	68.8363606686
Sobic.001G025700	11.2146707124	9.5577200336	9.696070497	10.5539779479	11.0640499752	9.9929756838
Sobic.001G025800	4.8545316038	4.7236097062	5.0601632532	5.3381855275	5.1601461575	5.5244968868
Sobic.001G025900	9.0708917496	7.1263679686	7.0901683383	7.5439489853	6.5702079115	7.5534017749
Sobic.001G026000	11.571285794	23.2883547298	27.374009685	15.2946513924	23.9888844321	23.232254178
Sobic.001G026100	0.0879172486	0.1295672704	0.1181978915	0.0297933684	0.0476731967	0.0156325724
Sobic.001G026200	15.0871190957	17.1808159964	19.7033685428	14.3110970114	16.0131091973	16.4334122072
Sobic.001G026300	1.1150912415	0.0831470583	0.1483572866	0.0500878617	0.2564128741	0.1601058195
Sobic.001G026400	13.1350209577	11.8198828587	10.2507140351	11.520582734	9.6374937534	9.9715934284
Sobic.001G026500	34.8097130401	38.2495161896	42.1736409207	33.584267907	36.6508606778	41.8089143031
Sobic.001G026600	0	0	0	0	0	0
Sobic.001G026700	0.8145797403	1.3462243173	1.5291409894	0.3530958785	1.0573724425	1.421749373
Sobic.001G026800	23.8449732392	34.3548252722	39.3066407685	18.0325462398	23.2454579285	25.2416184893
Sobic.001G026900	25.2435715442	30.7535264626	22.5150992263	42.291331763	35.9374719592	30.8121580501
Sobic.001G027000	0.2217429561	0.0541007446	0	0.0730752523	0.0632745509	0.0731256996
Sobic.001G027100	14.7195773229	17.9196571534	17.8756460893	17.2534365268	17.6489430114	17.015581733
Sobic.001G027200	0.0782463719	0.0397799593	0.2203965415	0.0537318032	0	0.1632080351
Sobic.001G027300	0.5278342641	1.0940388073	1.1964680236	0.5790602705	0.9404232724	1.0464571958
Sobic.001G027400	0.113087032	0.3726432047	0	0.2161679494	0.0825556724	0
Sobic.001G027500	1.9094196334	2.416539665	3.5579343945	2.5628275304	2.2140350004	2.2649249503
Sobic.001G027600	38.4088791256	56.2240651474	55.6195287414	52.865799111	82.342598137	86.6655844558
Sobic.001G027700	5.2129321718	4.9317074894	4.060899218	5.2642428041	4.6059672049	3.7828460558
Sobic.001G027800	0.1344580739	0.0407229588	0.0952541367	0.0733460964	0.0893110814	0.127990248
Sobic.001G027900	0	0.0088296906	0	0.0103084212	0	0
Sobic.001G028000	4.8987689462	5.422358278	5.8376237094	4.4871439691	3.660398438	3.4922213216
Sobic.001G028100	19.0022072864	33.2255545303	41.1755087954	24.0109411043	34.9520341441	41.9866522045
Sobic.001G028200	0.5591666736	0.617774546	0.7047074221	0.5213668692	0.490578857	0.6126210311
Sobic.001G028300	0	0	0	0	0	0
Sobic.001G028400	28.4614836106	36.9913677894	38.8144675492	25.3949615725	27.3017757791	27.1427927342
Sobic.001G028500	4.5305812037	6.2309303528	5.9369052552	4.9806957671	5.9185266656	6.3143168984
Sobic.001G028600	0	0	0	0	0	0
Sobic.001G028700	14.8485820737	11.4319759255	7.4945169421	14.7202181891	11.8937989746	9.8389920484
Sobic.001G028800	0.1958729131	0.4021335222	1.0378090821	0.1393636337	3.1922887272	2.2794969332
Sobic.001G028900	0.0284896724	0.0312662907	0.0926643897	0.0229565786	0.0323039888	0.0556070887
Sobic.001G029000	7.588844921	6.4573569333	6.6491656895	8.2187652778	7.0761680694	7.9882566746
Sobic.001G029100	4.538659781	6.5434963301	8.5948173717	5.2153175703	8.483737487	9.235581182
