locusName	total.leaf_rpkm	Mesophyll.cells_rpkm	Bundle.sheath.cells_rpkm
Sobic.001G000100	0.0	0.0	0.0
Sobic.001G000200	6.414067398545893	4.777941804046396	5.0070444357881385
Sobic.001G000300	1.507203718644687	0.7836178097964026	0.6003899309005502
Sobic.001G000400	2.6599878201059965	1.1194909719169195	2.3334997580294847
Sobic.001G000501	1.962139155659703	2.1243751651012843	0.7833835308133733
Sobic.001G000700	7.566877599440353	6.633651991485268	6.078410021344033
Sobic.001G000800	6.428115084023737	6.2230606773331365	7.9241198395765755
Sobic.001G000900	0.0	0.0	0.0
Sobic.001G001000	0.0	0.0	0.2927559877641083
Sobic.001G001066	0.0	0.0	0.0
Sobic.001G001132	0.0	0.0	1.0603666606891209
Sobic.001G001200	0.08717497823930702	0.0	0.09732754890998575
Sobic.001G001300	2.4635197956129877	1.46282520199674	1.1951379973075116
Sobic.001G001400	3.575463781510679	1.5671538308055437	2.9460624768751886
Sobic.001G001700	0.0	0.0	0.0
Sobic.001G001800	0.7937031547431976	0.0	0.7526507322669611
Sobic.001G001900	1.0927591674980477	0.5497510198494804	0.6299580930350783
Sobic.001G002000	5.499098920994057	3.55380892132219	4.914347319833871
Sobic.001G002050	1.0632437143489049	0.7857407079647042	0.8293703724100748
Sobic.001G002100	0.0	0.0	0.0
Sobic.001G002200	0.0	0.0	0.0
Sobic.001G002300	0.0	0.10528504549616494	0.0
Sobic.001G002400	0.0	0.0	0.0
Sobic.001G002500	0.12826709567441938	0.0	0.09687220391469431
Sobic.001G002600	3.619249934582381	0.7908840775446868	3.1062324176221185
Sobic.001G002650	0.0	0.0	0.0
Sobic.001G002700	0.0	0.0	0.0
Sobic.001G002800	0.23063262407313007	0.0	1.2554032973352947
Sobic.001G002900	0.0	0.0	0.0
Sobic.001G003000	3.3647892396223713	7.768135323270949	3.4189889489337975
Sobic.001G003100	6.272957845590118	6.964674418449769	5.00150799109472
Sobic.001G003200	7.906552308283386	7.147931241575395	8.290832483672855
Sobic.001G003300	0.1607365257997631	0.2592888753574847	0.3381160253362313
Sobic.001G003400	0.0	0.0	0.0
Sobic.001G003500	2.6296966209601473	0.9211754460187302	2.7811184021266486
Sobic.001G003600	0.0	0.0	0.0
Sobic.001G003700	0.0	0.0	0.0
Sobic.001G003900	2.256439562260988	1.8693685608459651	2.0006064677075206
Sobic.001G004000	0.0	0.0	0.2695906170222845
Sobic.001G004100	3.315604213881097	1.1049556002192757	3.423064524356068
Sobic.001G004200	5.00915487042986	0.730426592115238	3.9682425247984643
Sobic.001G004300	0.31128950289947466	0.0	0.5652852217139336
Sobic.001G004400	5.167864632349683	5.2581690901835545	3.814675903762951
Sobic.001G004500	0.15972550090513007	0.0	0.0
Sobic.001G004550	0.0	0.0	0.0
Sobic.001G004600	0.27032397363001526	0.1751735186560859	0.18718391628919814
Sobic.001G004700	2.371128372625268	1.182526038623976	2.0344825800793647
Sobic.001G004800	0.0	0.0	0.0
Sobic.001G004901	0.12166348114191375	0.0	1.1263326464562342
Sobic.001G005000	0.0	0.0	0.0
Sobic.001G005100	0.1518463297643131	0.3007334049043612	0.5824904429569642
Sobic.001G005200	8.811603827951455	4.543352466718903	10.419637801637801
Sobic.001G005300	0.5775663282371217	0.0	0.3272233487265231
Sobic.001G005400	0.0	0.0	0.0
Sobic.001G005500	2.6365747028376445	0.16317821357098466	0.4704274123814552
Sobic.001G005600	4.135863757054067	4.2127869818497	4.739947988595213
Sobic.001G005700	0.5500270310120235	0.35264953248725683	0.8014668416192424
Sobic.001G005800	2.115144934590403	0.0	1.4223168640462016
Sobic.001G005900	7.19449482637645	4.558074954655606	5.374194873513439
Sobic.001G006000	2.674330226168844	0.1566697384153143	2.8264666352737944
Sobic.001G006101	0.05709104301544768	0.11675362638011842	0.23989931818860935
Sobic.001G006201	0.0	0.0	0.0
Sobic.001G006300	0.0	0.0	0.0
Sobic.001G006400	1.9398721158684973	1.0897098087760066	2.489594794151069
Sobic.001G006500	0.0993609641448538	0.2908131937657887	0.11087903457007088
Sobic.001G006600	0.13899218330932386	0.2121257672249401	0.19111463949524185
Sobic.001G006700	5.255892670344413	7.601728328358033	5.28425726098616
Sobic.001G006800	0.8665082003157809	0.0	0.8638649693991157
Sobic.001G006900	0.0	0.0	0.0
Sobic.001G007000	5.741632382041285	3.6775515608021605	5.111127764348575
Sobic.001G007100	2.462508604589285	2.1304015039031157	2.4973922527029515
Sobic.001G007200	3.246481934467922	2.351666048979547	4.228736330648322
Sobic.001G007300	0.0	0.0	0.0
Sobic.001G007400	2.6003534076493517	2.670798046489926	2.7933177038729187
Sobic.001G007500	0.800647797795982	0.0	0.11519774742615976
Sobic.001G007600	6.859478401839081	7.640242698777776	5.3094007698297
Sobic.001G007700	0.0	0.0	0.0
Sobic.001G007800	4.077013769983747	1.3096109361633512	1.940974761968933
Sobic.001G007900	2.7792797183197306	0.0	1.4606877901316189
Sobic.001G008000	0.5944186094241409	0.0	0.23361310978865013
Sobic.001G008100	4.977885044702266	1.6218778166022245	2.9658520578823926
Sobic.001G008200	2.323548930827905	1.7041761220441247	2.3072793296953917
Sobic.001G008300	0.09083643499703302	0.0	0.19613991043363804
Sobic.001G008400	0.0	0.0	0.0
Sobic.001G008500	3.1197381302066804	0.38192241518866066	1.7122227298545019
Sobic.001G008600	0.11292126143763531	0.0	0.16559495036289917
Sobic.001G008700	2.4357469645907286	0.0	1.573691473931349
Sobic.001G008800	0.6334140690371697	0.0	0.23445630385057684
Sobic.001G008900	0.0	0.0	0.0
Sobic.001G009000	0.7395311872709504	0.159018777330631	0.45958025893224297
Sobic.001G009100	0.0	0.0	0.0
Sobic.001G009200	0.37386429458367854	0.0	0.733696750220737
Sobic.001G009300	7.080285378465502	3.7968978119243006	6.59632729501492
Sobic.001G009400	0.0	0.0	0.0
Sobic.001G009500	1.8636973579206888	0.0	1.7302559447060117
Sobic.001G009600	4.340840220245757	2.6503473736271164	6.371068680508833
Sobic.001G009700	0.0	0.17089174352306596	0.0
Sobic.001G009800	6.282436181212853	3.436871486439647	5.457861557346969
Sobic.001G009900	0.27471920947341677	3.1030479177442047	0.0
Sobic.001G010000	0.04749059267845035	0.4323356969301561	0.20161556642601763
Sobic.001G010100	1.9162382773858107	1.6482044126418194	1.9799938312242276
Sobic.001G010200	0.05124897767302289	0.0	0.0
Sobic.001G010300	2.8617267455451842	2.543384878000916	2.6597059527693325
Sobic.001G010400	1.0322686149646554	2.197177430350372	0.8769732278951036
Sobic.001G010500	0.0	0.4887381888538576	0.0
Sobic.001G010600	7.280876722217064	5.4274319829858655	6.088385055288883
Sobic.001G010700	7.4825137266262045	6.010474724147392	6.340723661684392
Sobic.001G010800	2.6705551742506284	1.4622036116073847	1.2041704739370638
Sobic.001G010900	2.1508484271345782	1.4771229386619145	1.7165940655650556
Sobic.001G011000	3.712921155669302	1.292777255667437	2.039844719617721
Sobic.001G011100	0.0	0.0	0.0
Sobic.001G011200	6.718778445872657	2.4657362035246946	3.931791723073073
Sobic.001G011300	1.8629328864408672	0.20537719756814882	0.9891676153275117
Sobic.001G011400	2.2729644552119237	0.40073025424359615	1.9919482680570382
Sobic.001G011600	5.2901482950267535	4.069525793425798	4.816343164050096
Sobic.001G011700	6.5418663692940004	5.591088974061844	6.045839637046979
Sobic.001G011800	0.0	0.0	0.0
Sobic.001G012000	0.5189550818845651	0.3799974197464531	1.423057384288257
Sobic.001G012100	2.5576950943424404	3.2771468142859197	2.484760095209257
Sobic.001G012200	0.29497461648332146	0.0	0.0
Sobic.001G012300	1.8052214910092892	0.0	0.0
Sobic.001G012400	0.8935604820773585	0.0	0.0
